in_rxnorm_cui,rxnorm_cui,name,tty,source,dose,unit,mme_factor
7052,895228,Morphine Sulfate 50 MG/ML,SCDC,rxnav,50,mg/ml,1
7052,895232,Morphine Sulfate 6 MG/ML,SCDC,rxnav,6,mg/ml,1
7052,895233,Morphine Sulfate 6 MG/ML Oral Suspension,SCD,rxnav,6,mg/ml,1
7052,895238,Morphine Sulfate 6 MG/ML Oral Solution,SCD,rxnav,6,mg/ml,1
7052,895239,Morphine Sulfate 6.67 MG/ML,SCDC,rxnav,6.67,mg/ml,1
7052,895240,Morphine Sulfate 6.67 MG/ML Oral Suspension,SCD,rxnav,6.67,mg/ml,1
7052,895247,Morphine Sulfate 60 MG Oral Tablet,SCD,rxnav,60,mg,1
7052,895248,Morphine Sulfate 75 MG Rectal Suppository,SCD,rxnav,75,mg,1
7052,895860,Morphine Sulfate 25 MG,SCDC,rxnav,25,mg,1
7052,895861,Morphine Sulfate 25 MG Oral Tablet,SCD,rxnav,25,mg,1
7052,895866,Morphine hydrochloride 40 MG,SCDC,rxnav,40,mg,1
7052,895867,Morphine hydrochloride 40 MG Oral Tablet,SCD,rxnav,40,mg,1
7052,895869,Morphine Sulfate 5 MG Oral Tablet,SCD,rxnav,5,mg,1
7052,895871,Morphine Sulfate 50 MG/ML Oral Solution,SCD,rxnav,50,mg/ml,1
477468,895973,MORPHINE SULFATE LIPOSOMAL 10 MG/ML,SCDC,rxnav,,,NULL
477468,895978,MORPHINE SULFATE LIPOSOMAL 10 MG/ML [Depodur],SBDC,rxnav,,,NULL
3423,897652,Hydromorphone Hydrochloride 1 MG/ML,SCDC,rxnav,1,mg/ml,4
3423,897654,Hydromorphone Hydrochloride 1 MG/ML [Dilaudid],SBDC,rxnav,1,mg/ml,4
3423,897657,Hydromorphone Hydrochloride 1 MG/ML Oral Solution,SCD,rxnav,1,mg/ml,4
3423,897658,Hydromorphone Hydrochloride 1 MG/ML Oral Solution [Dilaudid],SBD,rxnav,1,mg/ml,4
3423,897662,Hydromorphone Hydrochloride 10 MG/ML,SCDC,rxnav,10,mg/ml,4
3423,897664,Hydromorphone Hydrochloride 10 MG/ML [Dilaudid],SBDC,rxnav,10,mg/ml,4
3423,897669,Hydromorphone Hydrochloride 12 MG,SCDC,rxnav,12,mg,4
3423,897686,Hydromorphone Hydrochloride 16 MG,SCDC,rxnav,16,mg,4
3423,897695,Hydromorphone Hydrochloride 2 MG,SCDC,rxnav,2,mg,4
3423,897696,Hydromorphone Hydrochloride 2 MG Oral Tablet,SCD,rxnav,2,mg,4
3423,897697,Hydromorphone Hydrochloride 2 MG [Dilaudid],SBDC,rxnav,2,mg,4
3423,897698,Hydromorphone Hydrochloride 2 MG Oral Tablet [Dilaudid],SBD,rxnav,2,mg,4
3423,897701,Hydromorphone Hydrochloride 4 MG,SCDC,rxnav,4,mg,4
3423,897702,Hydromorphone Hydrochloride 4 MG Oral Tablet,SCD,rxnav,4,mg,4
3423,897703,Hydromorphone Hydrochloride 4 MG [Dilaudid],SBDC,rxnav,4,mg,4
3423,897704,Hydromorphone Hydrochloride 4 MG Oral Tablet [Dilaudid],SBD,rxnav,4,mg,4
3423,897709,Hydromorphone Hydrochloride 8 MG,SCDC,rxnav,8,mg,4
3423,897710,Hydromorphone Hydrochloride 8 MG Oral Tablet,SCD,rxnav,8,mg,4
3423,897711,Hydromorphone Hydrochloride 8 MG [Dilaudid],SBDC,rxnav,8,mg,4
3423,897712,Hydromorphone Hydrochloride 8 MG Oral Tablet [Dilaudid],SBD,rxnav,8,mg,4
3423,897729,Hydromorphone Hydrochloride 24 MG,SCDC,rxnav,24,mg,4
3423,897736,Hydromorphone Hydrochloride 32 MG,SCDC,rxnav,32,mg,4
3423,897744,Hydromorphone Hydrochloride 2 MG/ML,SCDC,rxnav,2,mg/ml,4
3423,897746,Hydromorphone Hydrochloride 2 MG/ML [Dilaudid],SBDC,rxnav,2,mg/ml,4
3423,897748,Hydromorphone Hydrochloride 3 MG,SCDC,rxnav,3,mg,4
3423,897749,Hydromorphone Hydrochloride 3 MG Rectal Suppository,SCD,rxnav,3,mg,4
3423,897752,Hydromorphone Hydrochloride 4 MG/ML,SCDC,rxnav,4,mg/ml,4
3423,897754,Hydromorphone Hydrochloride 4 MG/ML [Dilaudid],SBDC,rxnav,4,mg/ml,4
3423,897770,Hydromorphone Hydrochloride 1 MG,SCDC,rxnav,1,mg,4
3423,897771,Hydromorphone Hydrochloride 1 MG Oral Tablet,SCD,rxnav,1,mg,4
3423,898003,Hydromorphone Hydrochloride 1.3 MG,SCDC,rxnav,1.3,mg,4
3423,898004,Hydromorphone Hydrochloride 1.3 MG Oral Capsule,SCD,rxnav,1.3,mg,4
3423,898137,Hydromorphone Hydrochloride 2.6 MG,SCDC,rxnav,2.6,mg,4
3423,898138,Hydromorphone Hydrochloride 2.6 MG Oral Capsule,SCD,rxnav,2.6,mg,4
3423,898139,Hydromorphone Hydrochloride 3 MG Oral Tablet,SCD,rxnav,3,mg,4
23088,898430,dihydrocodeine / Phenylephrine / Pyrilamine,MIN,rxnav,,,0.25
3423,898611,12 HR Hydromorphone Hydrochloride 2 MG Extended Release Oral Capsule,SCD,rxnav,2,mg,4
3423,898612,12 HR Hydromorphone Hydrochloride 3 MG Extended Release Oral Capsule,SCD,rxnav,3,mg,4
3423,898614,12 HR Hydromorphone Hydrochloride 4 MG Extended Release Oral Capsule,SCD,rxnav,4,mg,4
3423,898618,12 HR Hydromorphone Hydrochloride 8 MG Extended Release Oral Capsule,SCD,rxnav,8,mg,4
3423,898623,Hydromorphone Hydrochloride 30 MG,SCDC,rxnav,30,mg,4
3423,898624,Hydromorphone Hydrochloride 30 MG Extended Release Oral Capsule,SCD,rxnav,30,mg,4
3423,898638,Hydromorphone Hydrochloride 0.01 MG/ML,SCDC,rxnav,0.01,mg/ml,4
3423,902728,Hydromorphone Extended Release Oral Tablet,SCDF,rxnav,,,4
3423,902729,24 HR Hydromorphone Hydrochloride 12 MG Extended Release Oral Tablet,SCD,rxnav,12,mg,4
3423,902730,Exalgo,BN,rxnav,,,4
3423,902731,Hydromorphone Hydrochloride 12 MG [Exalgo],SBDC,rxnav,12,mg,4
3423,902732,Hydromorphone Extended Release Oral Tablet [Exalgo],SBDF,rxnav,,,4
3423,902733,24 HR Hydromorphone Hydrochloride 12 MG Extended Release Oral Tablet [Exalgo],SBD,rxnav,12,mg,4
3423,902736,24 HR Hydromorphone Hydrochloride 16 MG Extended Release Oral Tablet,SCD,rxnav,16,mg,4
3423,902737,Hydromorphone Hydrochloride 16 MG [Exalgo],SBDC,rxnav,16,mg,4
3423,902738,24 HR Hydromorphone Hydrochloride 16 MG Extended Release Oral Tablet [Exalgo],SBD,rxnav,16,mg,4
3423,902741,24 HR Hydromorphone Hydrochloride 8 MG Extended Release Oral Tablet,SCD,rxnav,8,mg,4
3423,902742,Hydromorphone Hydrochloride 8 MG [Exalgo],SBDC,rxnav,8,mg,4
3423,902743,24 HR Hydromorphone Hydrochloride 8 MG Extended Release Oral Tablet [Exalgo],SBD,rxnav,8,mg,4
7238,904414,Nalbuphine Hydrochloride 10 MG/ML,SCDC,rxnav,10,mg/ml,NULL
7238,904439,Nalbuphine Hydrochloride 20 MG/ML,SCDC,rxnav,20,mg/ml,NULL
1819,904869,Buprenorphine 0.01 MG/HR,SCDC,rxnav,0.01,mg/hr,NULL
1819,904870,168 HR Buprenorphine 0.01 MG/HR Transdermal System,SCD,rxnav,0.01,mg/hr,NULL
1819,904871,BuTrans,BN,rxnav,,,NULL
1819,904872,Buprenorphine 0.01 MG/HR [BuTrans],SBDC,rxnav,0.01,mg/hr,NULL
1819,904874,168 HR Buprenorphine 0.01 MG/HR Transdermal System [BuTrans],SBD,rxnav,0.01,mg/hr,NULL
1819,904875,Buprenorphine 0.02 MG/HR,SCDC,rxnav,0.02,mg/hr,NULL
1819,904876,168 HR Buprenorphine 0.02 MG/HR Transdermal System,SCD,rxnav,0.02,mg/hr,NULL
1819,904877,Buprenorphine 0.02 MG/HR [BuTrans],SBDC,rxnav,0.02,mg/hr,NULL
1819,904878,168 HR Buprenorphine 0.02 MG/HR Transdermal System [BuTrans],SBD,rxnav,0.02,mg/hr,NULL
1819,904879,Buprenorphine 0.005 MG/HR,SCDC,rxnav,0.005,mg/hr,NULL
1819,904880,168 HR Buprenorphine 0.005 MG/HR Transdermal System,SCD,rxnav,0.005,mg/hr,NULL
1819,904881,Buprenorphine 0.005 MG/HR [BuTrans],SBDC,rxnav,0.005,mg/hr,NULL
1819,904882,168 HR Buprenorphine 0.005 MG/HR Transdermal System [BuTrans],SBD,rxnav,0.005,mg/hr,NULL
7814,977873,Oxymorphone Hydrochloride 10 MG,SCDC,rxnav,10,mg,3
7814,977874,12 HR Oxymorphone Hydrochloride 10 MG Extended Release Oral Tablet,SCD,rxnav,10,mg,3
7814,977875,Oxymorphone Hydrochloride 10 MG [Opana],SBDC,rxnav,10,mg,3
7814,977876,12 HR Oxymorphone Hydrochloride 10 MG Extended Release Oral Tablet [Opana],SBD,rxnav,10,mg,3
7814,977893,Oxymorphone Hydrochloride 15 MG,SCDC,rxnav,15,mg,3
7814,977894,12 HR Oxymorphone Hydrochloride 15 MG Extended Release Oral Tablet,SCD,rxnav,15,mg,3
7814,977895,Oxymorphone Hydrochloride 15 MG [Opana],SBDC,rxnav,15,mg,3
7814,977896,12 HR Oxymorphone Hydrochloride 15 MG Extended Release Oral Tablet [Opana],SBD,rxnav,15,mg,3
7814,977901,Oxymorphone Hydrochloride 20 MG,SCDC,rxnav,20,mg,3
7814,977902,12 HR Oxymorphone Hydrochloride 20 MG Extended Release Oral Tablet,SCD,rxnav,20,mg,3
7814,977903,Oxymorphone Hydrochloride 20 MG [Opana],SBDC,rxnav,20,mg,3
7814,977904,12 HR Oxymorphone Hydrochloride 20 MG Extended Release Oral Tablet [Opana],SBD,rxnav,20,mg,3
7814,977908,Oxymorphone Hydrochloride 30 MG,SCDC,rxnav,30,mg,3
7814,977909,12 HR Oxymorphone Hydrochloride 30 MG Extended Release Oral Tablet,SCD,rxnav,30,mg,3
7814,977910,Oxymorphone Hydrochloride 30 MG [Opana],SBDC,rxnav,30,mg,3
7814,977911,12 HR Oxymorphone Hydrochloride 30 MG Extended Release Oral Tablet [Opana],SBD,rxnav,30,mg,3
7814,977914,Oxymorphone Hydrochloride 40 MG,SCDC,rxnav,40,mg,3
7814,977915,12 HR Oxymorphone Hydrochloride 40 MG Extended Release Oral Tablet,SCD,rxnav,40,mg,3
7814,977916,Oxymorphone Hydrochloride 40 MG [Opana],SBDC,rxnav,40,mg,3
7814,977917,12 HR Oxymorphone Hydrochloride 40 MG Extended Release Oral Tablet [Opana],SBD,rxnav,40,mg,3
7814,977922,Oxymorphone Hydrochloride 5 MG,SCDC,rxnav,5,mg,3
7814,977923,12 HR Oxymorphone Hydrochloride 5 MG Extended Release Oral Tablet,SCD,rxnav,5,mg,3
7814,977924,Oxymorphone Hydrochloride 5 MG [Opana],SBDC,rxnav,5,mg,3
7814,977925,12 HR Oxymorphone Hydrochloride 5 MG Extended Release Oral Tablet [Opana],SBD,rxnav,5,mg,3
7814,977928,Oxymorphone Hydrochloride 7.5 MG,SCDC,rxnav,7.5,mg,3
7814,977929,12 HR Oxymorphone Hydrochloride 7.5 MG Extended Release Oral Tablet,SCD,rxnav,7.5,mg,3
7814,977930,Oxymorphone Hydrochloride 7.5 MG [Opana],SBDC,rxnav,7.5,mg,3
7814,977931,12 HR Oxymorphone Hydrochloride 7.5 MG Extended Release Oral Tablet [Opana],SBD,rxnav,7.5,mg,3
7814,977934,Oxymorphone Hydrochloride 1 MG/ML,SCDC,rxnav,1,mg/ml,3
7814,977936,Oxymorphone Hydrochloride 1 MG/ML [Opana],SBDC,rxnav,1,mg/ml,3
7814,977939,Oxymorphone Hydrochloride 5 MG Oral Tablet,SCD,rxnav,5,mg,3
7814,977940,Oxymorphone Hydrochloride 5 MG Oral Tablet [Opana],SBD,rxnav,5,mg,3
7814,977942,Oxymorphone Hydrochloride 10 MG Oral Tablet,SCD,rxnav,10,mg,3
7814,977943,Oxymorphone Hydrochloride 10 MG Oral Tablet [Opana],SBD,rxnav,10,mg,3
6813,991147,Methadone Hydrochloride 10 MG/ML Oral Solution,SCD,rxnav,10,mg/ml,NULL
6813,991149,Methadone Hydrochloride 10 MG/ML Oral Solution [Methadose],SBD,rxnav,10,mg/ml,NULL
2670,991486,Codeine Phosphate 2 MG/ML / Promethazine Hydrochloride 1.25 MG/ML Oral Solution,SCD,rxnav,2,mg/ml,0.15
5489,992656,homatropine methylbromide 1.5 MG / Hydrocodone Bitartrate 5 MG Oral Tablet,SCD,rxnav,5,mg,1
5489,992668,homatropine methylbromide 0.3 MG/ML / Hydrocodone Bitartrate 1 MG/ML Oral Solution,SCD,rxnav,1,mg/ml,1
5489,992674,homatropine methylbromide 0.3 MG/ML / Hydrocodone Bitartrate 1 MG/ML [Hydromet],SBDC,rxnav,1,mg/ml,1
5489,992675,homatropine methylbromide 0.3 MG/ML / Hydrocodone Bitartrate 1 MG/ML Oral Solution [Hydromet],SBD,rxnav,1,mg/ml,1
5489,992732,homatropine methylbromide 1.5 MG / Hydrocodone Bitartrate 5 MG [Tussigon],SBDC,rxnav,5,mg,1
5489,992733,homatropine methylbromide 1.5 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Tussigon],SBD,rxnav,5,mg,1
2670,993754,Codeine Phosphate 2.4 MG/ML,SCDC,rxnav,2.4,mg/ml,0.15
2670,993755,Acetaminophen 24 MG/ML / Codeine Phosphate 2.4 MG/ML Oral Solution,SCD,rxnav,2.4,mg/ml,0.15
2670,993763,Acetaminophen 24 MG/ML / Codeine Phosphate 2.4 MG/ML Oral Suspension,SCD,rxnav,2.4,mg/ml,0.15
2670,993764,Capital and Codeine,BN,rxnav,,,0.15
2670,993765,Acetaminophen 24 MG/ML / Codeine Phosphate 2.4 MG/ML [Capital and Codeine],SBDC,rxnav,2.4,mg/ml,0.15
2670,993766,Acetaminophen / Codeine Oral Suspension [Capital and Codeine],SBDF,rxnav,,,0.15
2670,993767,Acetaminophen 24 MG/ML / Codeine Phosphate 2.4 MG/ML Oral Suspension [Capital and Codeine],SBD,rxnav,2.4,mg/ml,0.15
2670,993769,Codeine Phosphate 15 MG,SCDC,rxnav,15,mg,0.15
2670,993770,Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,SCD,rxnav,15,mg,0.15
2670,993780,Codeine Phosphate 30 MG,SCDC,rxnav,30,mg,0.15
2670,993781,Acetaminophen 300 MG / Codeine Phosphate 30 MG Oral Tablet,SCD,rxnav,30,mg,0.15
2670,993836,Acetaminophen 300 MG / Codeine Phosphate 30 MG [Tylenol with Codeine],SBDC,rxnav,30,mg,0.15
2670,993837,Acetaminophen 300 MG / Codeine Phosphate 30 MG Oral Tablet [Tylenol with Codeine],SBD,rxnav,30,mg,0.15
2670,993889,Codeine Phosphate 60 MG,SCDC,rxnav,60,mg,0.15
2670,993890,Acetaminophen 300 MG / Codeine Phosphate 60 MG Oral Tablet,SCD,rxnav,60,mg,0.15
2670,993891,Acetaminophen 300 MG / Codeine Phosphate 60 MG [Tylenol with Codeine],SBDC,rxnav,60,mg,0.15
2670,993892,Acetaminophen 300 MG / Codeine Phosphate 60 MG Oral Tablet [Tylenol with Codeine],SBD,rxnav,60,mg,0.15
2670,993923,Codeine Phosphate 16 MG,SCDC,rxnav,16,mg,0.15
2670,993943,Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule,SCD,rxnav,30,mg,0.15
2670,994011,Codeine Phosphate 20 MG,SCDC,rxnav,20,mg,0.15
2670,994017,Codeine Phosphate 10 MG,SCDC,rxnav,10,mg,0.15
2670,994043,Acetaminophen 500 MG / Codeine Phosphate 15 MG Oral Tablet,SCD,rxnav,15,mg,0.15
2670,994044,Acetaminophen 500 MG / Codeine Phosphate 15 MG [Codrix],SBDC,rxnav,15,mg,0.15
2670,994045,Acetaminophen 500 MG / Codeine Phosphate 15 MG Oral Tablet [Codrix],SBD,rxnav,15,mg,0.15
2670,994046,Acetaminophen 500 MG / Codeine Phosphate 30 MG Oral Tablet,SCD,rxnav,30,mg,0.15
2670,994047,Acetaminophen 500 MG / Codeine Phosphate 30 MG [Codrix],SBDC,rxnav,30,mg,0.15
2670,994048,Acetaminophen 500 MG / Codeine Phosphate 30 MG Oral Tablet [Codrix],SBD,rxnav,30,mg,0.15
2670,994049,Acetaminophen 500 MG / Codeine Phosphate 60 MG Oral Tablet,SCD,rxnav,60,mg,0.15
2670,994050,Acetaminophen 500 MG / Codeine Phosphate 60 MG [Codrix],SBDC,rxnav,60,mg,0.15
2670,994051,Acetaminophen 500 MG / Codeine Phosphate 60 MG Oral Tablet [Codrix],SBD,rxnav,60,mg,0.15
2670,994226,Aspirin 325 MG / Carisoprodol 200 MG / Codeine Phosphate 16 MG Oral Tablet,SCD,rxnav,16,mg,0.15
2670,994237,Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule,SCD,rxnav,30,mg,0.15
2670,994238,Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG [Ascomp],SBDC,rxnav,30,mg,0.15
2670,994239,Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule [Ascomp],SBD,rxnav,30,mg,0.15
2670,994276,Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG [Fiorinal with Codeine],SBDC,rxnav,30,mg,0.15
2670,994277,Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule [Fiorinal with Codeine],SBD,rxnav,30,mg,0.15
2670,994282,Codeine Phosphate 1.27 MG/ML,SCDC,rxnav,1.27,mg/ml,0.15
2670,994289,Brompheniramine Maleate 0.27 MG/ML / Codeine Phosphate 1.27 MG/ML / Pseudoephedrine Hydrochloride 2 MG/ML Oral Solution,SCD,rxnav,1.27,mg/ml,0.15
2670,994402,Brompheniramine Maleate 0.4 MG/ML / Codeine Phosphate 1.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution,SCD,rxnav,1.5,mg/ml,0.15
2670,994404,Brompheniramine Maleate 0.4 MG/ML / Codeine Phosphate 1.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Mar-cof BP],SBD,rxnav,1.5,mg/ml,0.15
2670,995033,Codeine Phosphate 1 MG/ML,SCDC,rxnav,1,mg/ml,0.15
2670,995041,Chlorpheniramine 0.2 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 3 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,995042,Chlorpheniramine 0.2 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 3 MG/ML [Zodryl DAC],SBDC,rxnav,1,mg/ml,0.15
2670,995043,Chlorpheniramine 0.2 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 3 MG/ML Oral Suspension [Zodryl DAC],SBD,rxnav,1,mg/ml,0.15
2670,995062,Chlorpheniramine 0.2 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,995063,Chlorpheniramine 0.2 MG/ML / Codeine Phosphate 1 MG/ML [Zodryl AC],SBDC,rxnav,1,mg/ml,0.15
2670,995064,Chlorpheniramine 0.2 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension [Zodryl AC],SBD,rxnav,1,mg/ml,0.15
2670,995065,Chlorpheniramine 0.222 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 3.33 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,995066,Chlorpheniramine 0.222 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 3.33 MG/ML [Zodryl DAC],SBDC,rxnav,1,mg/ml,0.15
2670,995067,Chlorpheniramine 0.222 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 3.33 MG/ML Oral Suspension [Zodryl DAC],SBD,rxnav,1,mg/ml,0.15
2670,995068,Chlorpheniramine 0.222 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,995069,Chlorpheniramine 0.222 MG/ML / Codeine Phosphate 1 MG/ML [Zodryl AC],SBDC,rxnav,1,mg/ml,0.15
2670,995070,Chlorpheniramine 0.222 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension [Zodryl AC],SBD,rxnav,1,mg/ml,0.15
2670,995071,Chlorpheniramine 0.25 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,995072,Chlorpheniramine 0.25 MG/ML / Codeine Phosphate 1 MG/ML [Zodryl AC],SBDC,rxnav,1,mg/ml,0.15
2670,995073,Chlorpheniramine 0.25 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension [Zodryl AC],SBD,rxnav,1,mg/ml,0.15
2670,995075,Chlorpheniramine 0.25 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 0.375 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,995076,Chlorpheniramine 0.25 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 0.375 MG/ML [Zodryl DAC],SBDC,rxnav,1,mg/ml,0.15
2670,995077,Chlorpheniramine 0.25 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 0.375 MG/ML Oral Suspension [Zodryl DAC],SBD,rxnav,1,mg/ml,0.15
2670,995079,Chlorpheniramine 0.266 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 4 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,995080,Chlorpheniramine 0.266 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 4 MG/ML [Zodryl DAC],SBDC,rxnav,1,mg/ml,0.15
2670,995081,Chlorpheniramine 0.266 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 4 MG/ML Oral Suspension [Zodryl DAC],SBD,rxnav,1,mg/ml,0.15
2670,995082,Chlorpheniramine 0.267 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,995083,Chlorpheniramine 0.267 MG/ML / Codeine Phosphate 1 MG/ML [Zodryl AC],SBDC,rxnav,1,mg/ml,0.15
2670,995084,Chlorpheniramine 0.267 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension [Zodryl AC],SBD,rxnav,1,mg/ml,0.15
2670,995086,Chlorpheniramine 0.286 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 4.29 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,995087,Chlorpheniramine 0.286 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 4.29 MG/ML [Zodryl DAC],SBDC,rxnav,1,mg/ml,0.15
2670,995088,Chlorpheniramine 0.286 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 4.29 MG/ML Oral Suspension [Zodryl DAC],SBD,rxnav,1,mg/ml,0.15
2670,995093,Chlorpheniramine 0.286 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,995094,Chlorpheniramine 0.286 MG/ML / Codeine Phosphate 1 MG/ML [Zodryl AC],SBDC,rxnav,1,mg/ml,0.15
2670,995095,Chlorpheniramine 0.286 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension [Zodryl AC],SBD,rxnav,1,mg/ml,0.15
2670,995108,Chlorpheniramine 0.333 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 5 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,995109,Chlorpheniramine 0.333 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 5 MG/ML [Zodryl DAC],SBDC,rxnav,1,mg/ml,0.15
2670,995110,Chlorpheniramine 0.333 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 5 MG/ML Oral Suspension [Zodryl DAC],SBD,rxnav,1,mg/ml,0.15
2670,995116,Chlorpheniramine 0.333 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,995117,Chlorpheniramine 0.333 MG/ML / Codeine Phosphate 1 MG/ML [Zodryl AC],SBDC,rxnav,1,mg/ml,0.15
2670,995118,Chlorpheniramine 0.333 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension [Zodryl AC],SBD,rxnav,1,mg/ml,0.15
2670,995120,Chlorpheniramine 0.4 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 6 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,995121,Chlorpheniramine 0.4 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 6 MG/ML [Zodryl DAC],SBDC,rxnav,1,mg/ml,0.15
2670,995122,Chlorpheniramine 0.4 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 6 MG/ML Oral Suspension [Zodryl DAC],SBD,rxnav,1,mg/ml,0.15
2670,995123,Chlorpheniramine 0.4 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,995124,Chlorpheniramine 0.4 MG/ML / Codeine Phosphate 1 MG/ML [Zodryl AC],SBDC,rxnav,1,mg/ml,0.15
2670,995125,Chlorpheniramine 0.4 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension [Zodryl AC],SBD,rxnav,1,mg/ml,0.15
2670,995127,Codeine Phosphate 1.8 MG/ML,SCDC,rxnav,1.8,mg/ml,0.15
2670,995128,Chlorpheniramine 0.4 MG/ML / Codeine Phosphate 1.8 MG/ML Oral Solution,SCD,rxnav,1.8,mg/ml,0.15
2670,995129,Z Tuss AC,BN,rxnav,,,0.15
2670,995130,Chlorpheniramine 0.4 MG/ML / Codeine Phosphate 1.8 MG/ML [Z Tuss AC],SBDC,rxnav,1.8,mg/ml,0.15
2670,995131,Chlorpheniramine / Codeine Oral Solution [Z Tuss AC],SBDF,rxnav,,,0.15
2670,995132,Chlorpheniramine 0.4 MG/ML / Codeine Phosphate 1.8 MG/ML Oral Solution [Z Tuss AC],SBD,rxnav,1.8,mg/ml,0.15
2670,995225,Codeine Phosphate 0.5 MG/ML,SCDC,rxnav,0.5,mg/ml,0.15
2670,995226,Codeine Phosphate 0.5 MG/ML / Guaifenesin 15 MG/ML Oral Solution,SCD,rxnav,0.5,mg/ml,0.15
2670,995437,Codeine Phosphate 1.26 MG/ML,SCDC,rxnav,1.26,mg/ml,0.15
2670,995438,Codeine Phosphate 1.26 MG/ML / Guaifenesin 20 MG/ML Oral Solution,SCD,rxnav,1.26,mg/ml,0.15
2670,995439,Codeine Phosphate 1.26 MG/ML / Guaifenesin 20 MG/ML [M-Clear WC],SBDC,rxnav,1.26,mg/ml,0.15
2670,995440,Codeine Phosphate 1.26 MG/ML / Guaifenesin 20 MG/ML Oral Solution [M-Clear WC],SBD,rxnav,1.26,mg/ml,0.15
2670,995441,Codeine Phosphate 1.5 MG/ML / Guaifenesin 45 MG/ML Oral Solution,SCD,rxnav,1.5,mg/ml,0.15
2670,995442,Codeine Phosphate 1.5 MG/ML / Guaifenesin 45 MG/ML [Mar-cof CG],SBDC,rxnav,1.5,mg/ml,0.15
2670,995443,Codeine Phosphate 1.5 MG/ML / Guaifenesin 45 MG/ML Oral Solution [Mar-cof CG],SBD,rxnav,1.5,mg/ml,0.15
